Id,ActivityHour,StepTotal,hour
1503960366,2016-04-14 14:00:00,1228,14
1503960366,2016-04-14 15:00:00,139,15
1503960366,2016-04-14 16:00:00,408,16
1503960366,2016-04-14 17:00:00,37,17
1503960366,2016-04-14 18:00:00,322,18
1503960366,2016-04-14 19:00:00,11,19
1503960366,2016-04-14 20:00:00,806,20
1503960366,2016-04-14 21:00:00,2670,21
1503960366,2016-04-14 22:00:00,362,22
1503960366,2016-04-14 23:00:00,0,23
1503960366,2016-04-15 00:00:00,83,0
1503960366,2016-04-15 01:00:00,75,1
1503960366,2016-04-15 02:00:00,124,2
1503960366,2016-04-15 03:00:00,0,3
1503960366,2016-04-15 04:00:00,0,4
1503960366,2016-04-15 05:00:00,26,5
1503960366,2016-04-15 06:00:00,0,6
1503960366,2016-04-15 07:00:00,7,7
1503960366,2016-04-15 08:00:00,55,8
1503960366,2016-04-15 09:00:00,21,9
1503960366,2016-04-15 10:00:00,154,10
1503960366,2016-04-15 11:00:00,425,11
1503960366,2016-04-15 12:00:00,270,12
1503960366,2016-04-15 13:00:00,373,13
1503960366,2016-04-15 14:00:00,0,14
1503960366,2016-04-15 15:00:00,0,15
1503960366,2016-04-15 16:00:00,0,16
1503960366,2016-04-15 17:00:00,1774,17
1503960366,2016-04-15 18:00:00,509,18
1503960366,2016-04-15 19:00:00,519,19
1503960366,2016-04-15 20:00:00,77,20
1503960366,2016-04-15 21:00:00,280,21
1503960366,2016-04-15 22:00:00,2145,22
1503960366,2016-04-15 23:00:00,2768,23
1503960366,2016-04-16 00:00:00,459,0
1503960366,2016-04-16 01:00:00,0,1
1503960366,2016-04-16 02:00:00,63,2
1503960366,2016-04-16 03:00:00,6,3
1503960366,2016-04-16 04:00:00,6,4
1503960366,2016-04-16 05:00:00,12,5
1503960366,2016-04-16 06:00:00,0,6
1503960366,2016-04-16 07:00:00,101,7
1503960366,2016-04-16 08:00:00,175,8
1503960366,2016-04-16 09:00:00,1181,9
1503960366,2016-04-16 10:00:00,1295,10
1503960366,2016-04-16 11:00:00,2043,11
1503960366,2016-04-16 12:00:00,1513,12
1503960366,2016-04-16 13:00:00,3616,13
1503960366,2016-04-16 14:00:00,580,14
1503960366,2016-04-16 15:00:00,0,15
1503960366,2016-04-16 16:00:00,15,16
1503960366,2016-04-16 17:00:00,380,17
1503960366,2016-04-16 18:00:00,96,18
1503960366,2016-04-16 19:00:00,146,19
1503960366,2016-04-16 20:00:00,385,20
1503960366,2016-04-16 21:00:00,463,21
1503960366,2016-04-16 22:00:00,42,22
1503960366,2016-04-16 23:00:00,92,23
1503960366,2016-04-17 00:00:00,0,0
1503960366,2016-04-17 01:00:00,0,1
1503960366,2016-04-17 02:00:00,0,2
1503960366,2016-04-17 03:00:00,8,3
1503960366,2016-04-17 04:00:00,0,4
1503960366,2016-04-17 05:00:00,0,5
1503960366,2016-04-17 06:00:00,0,6
1503960366,2016-04-17 07:00:00,0,7
1503960366,2016-04-17 08:00:00,0,8
1503960366,2016-04-17 09:00:00,0,9
1503960366,2016-04-17 10:00:00,0,10
1503960366,2016-04-17 11:00:00,84,11
1503960366,2016-04-17 12:00:00,260,12
1503960366,2016-04-17 13:00:00,402,13
1503960366,2016-04-17 14:00:00,252,14
1503960366,2016-04-17 15:00:00,191,15
1503960366,2016-04-17 16:00:00,13,16
1503960366,2016-04-17 17:00:00,2613,17
1503960366,2016-04-17 18:00:00,1616,18
1503960366,2016-04-17 19:00:00,754,19
1503960366,2016-04-17 20:00:00,2955,20
1503960366,2016-04-17 21:00:00,487,21
1503960366,2016-04-17 22:00:00,70,22
1503960366,2016-04-17 23:00:00,0,23
1503960366,2016-04-18 00:00:00,416,0
1503960366,2016-04-18 01:00:00,0,1
1503960366,2016-04-18 02:00:00,0,2
1503960366,2016-04-18 03:00:00,0,3
1503960366,2016-04-18 04:00:00,0,4
1503960366,2016-04-18 05:00:00,0,5
1503960366,2016-04-18 06:00:00,0,6
1503960366,2016-04-18 07:00:00,0,7
1503960366,2016-04-18 08:00:00,0,8
1503960366,2016-04-18 09:00:00,1688,9
1503960366,2016-04-18 10:00:00,380,10
1503960366,2016-04-18 11:00:00,328,11
1503960366,2016-04-18 12:00:00,1306,12
1503960366,2016-04-18 13:00:00,268,13
1503960366,2016-04-18 14:00:00,137,14
1503960366,2016-04-18 15:00:00,495,15
1503960366,2016-04-18 16:00:00,277,16
1503960366,2016-04-18 17:00:00,304,17
1503960366,2016-04-18 18:00:00,4074,18
1503960366,2016-04-18 19:00:00,2101,19
1503960366,2016-04-18 20:00:00,28,20
1503960366,2016-04-18 21:00:00,187,21
1503960366,2016-04-18 22:00:00,542,22
1503960366,2016-04-18 23:00:00,488,23
1503960366,2016-04-19 00:00:00,0,0
1503960366,2016-04-19 01:00:00,22,1
1503960366,2016-04-19 02:00:00,0,2
1503960366,2016-04-19 03:00:00,9,3
1503960366,2016-04-19 04:00:00,0,4
1503960366,2016-04-19 05:00:00,0,5
1503960366,2016-04-19 06:00:00,7,6
1503960366,2016-04-19 07:00:00,316,7
1503960366,2016-04-19 08:00:00,1656,8
1503960366,2016-04-19 09:00:00,367,9
1503960366,2016-04-19 10:00:00,203,10
1503960366,2016-04-19 11:00:00,194,11
1503960366,2016-04-19 12:00:00,1887,12
1503960366,2016-04-19 13:00:00,2697,13
1503960366,2016-04-19 14:00:00,409,14
1503960366,2016-04-19 15:00:00,299,15
1503960366,2016-04-19 16:00:00,297,16
1503960366,2016-04-19 17:00:00,732,17
1503960366,2016-04-19 18:00:00,1280,18
1503960366,2016-04-19 19:00:00,397,19
1503960366,2016-04-19 20:00:00,2487,20
1503960366,2016-04-19 21:00:00,826,21
1503960366,2016-04-19 22:00:00,52,22
1503960366,2016-04-19 23:00:00,1369,23
1503960366,2016-04-20 00:00:00,16,0
1503960366,2016-04-20 01:00:00,36,1
1503960366,2016-04-20 02:00:00,0,2
1503960366,2016-04-20 03:00:00,0,3
1503960366,2016-04-20 04:00:00,0,4
1503960366,2016-04-20 05:00:00,0,5
1503960366,2016-04-20 06:00:00,0,6
1503960366,2016-04-20 07:00:00,29,7
1503960366,2016-04-20 08:00:00,264,8
1503960366,2016-04-20 09:00:00,1993,9
1503960366,2016-04-20 10:00:00,459,10
1503960366,2016-04-20 11:00:00,65,11
1503960366,2016-04-20 12:00:00,185,12
1503960366,2016-04-20 13:00:00,64,13
1503960366,2016-04-20 14:00:00,1270,14
1503960366,2016-04-20 15:00:00,797,15
1503960366,2016-04-20 16:00:00,261,16
1503960366,2016-04-20 17:00:00,13,17
1503960366,2016-04-20 18:00:00,1308,18
1503960366,2016-04-20 19:00:00,1558,19
1503960366,2016-04-20 20:00:00,499,20
1503960366,2016-04-20 21:00:00,395,21
1503960366,2016-04-20 22:00:00,77,22
1503960366,2016-04-20 23:00:00,1255,23
1503960366,2016-04-21 00:00:00,17,0
1503960366,2016-04-21 01:00:00,129,1
1503960366,2016-04-21 02:00:00,81,2
1503960366,2016-04-21 03:00:00,0,3
1503960366,2016-04-21 04:00:00,0,4
1503960366,2016-04-21 05:00:00,0,5
1503960366,2016-04-21 06:00:00,0,6
1503960366,2016-04-21 07:00:00,38,7
1503960366,2016-04-21 08:00:00,245,8
1503960366,2016-04-21 09:00:00,1672,9
1503960366,2016-04-21 10:00:00,255,10
1503960366,2016-04-21 11:00:00,0,11
1503960366,2016-04-21 12:00:00,384,12
1503960366,2016-04-21 13:00:00,1140,13
1503960366,2016-04-21 14:00:00,12,14
1503960366,2016-04-21 15:00:00,213,15
1503960366,2016-04-21 16:00:00,26,16
1503960366,2016-04-21 17:00:00,96,17
1503960366,2016-04-21 18:00:00,213,18
1503960366,2016-04-21 19:00:00,100,19
1503960366,2016-04-21 20:00:00,3541,20
1503960366,2016-04-21 21:00:00,970,21
1503960366,2016-04-21 22:00:00,89,22
1503960366,2016-04-21 23:00:00,598,23
1503960366,2016-04-22 00:00:00,0,0
1503960366,2016-04-22 01:00:00,0,1
1503960366,2016-04-22 02:00:00,0,2
1503960366,2016-04-22 03:00:00,0,3
1503960366,2016-04-22 04:00:00,0,4
1503960366,2016-04-22 05:00:00,0,5
1503960366,2016-04-22 06:00:00,0,6
1503960366,2016-04-22 07:00:00,0,7
1503960366,2016-04-22 08:00:00,0,8
1503960366,2016-04-22 09:00:00,192,9
1503960366,2016-04-22 10:00:00,29,10
1503960366,2016-04-22 11:00:00,958,11
1503960366,2016-04-22 12:00:00,38,12
1503960366,2016-04-22 13:00:00,118,13
1503960366,2016-04-22 14:00:00,0,14
1503960366,2016-04-22 15:00:00,180,15
1503960366,2016-04-22 16:00:00,22,16
1503960366,2016-04-22 17:00:00,1041,17
1503960366,2016-04-22 18:00:00,514,18
1503960366,2016-04-22 19:00:00,629,19
1503960366,2016-04-22 20:00:00,329,20
1503960366,2016-04-22 21:00:00,5934,21
1503960366,2016-04-22 22:00:00,855,22
1503960366,2016-04-22 23:00:00,1925,23
1503960366,2016-04-23 00:00:00,182,0
1503960366,2016-04-23 01:00:00,0,1
1503960366,2016-04-23 02:00:00,11,2
1503960366,2016-04-23 03:00:00,0,3
1503960366,2016-04-23 04:00:00,0,4
1503960366,2016-04-23 05:00:00,0,5
1503960366,2016-04-23 06:00:00,12,6
1503960366,2016-04-23 07:00:00,0,7
1503960366,2016-04-23 08:00:00,127,8
1503960366,2016-04-23 09:00:00,285,9
1503960366,2016-04-23 10:00:00,49,10
1503960366,2016-04-23 11:00:00,703,11
1503960366,2016-04-23 12:00:00,1597,12
1503960366,2016-04-23 13:00:00,1453,13
1503960366,2016-04-23 14:00:00,202,14
1503960366,2016-04-23 15:00:00,158,15
1503960366,2016-04-23 16:00:00,2008,16
1503960366,2016-04-23 17:00:00,1472,17
1503960366,2016-04-23 18:00:00,2569,18
1503960366,2016-04-23 19:00:00,29,19
1503960366,2016-04-23 20:00:00,142,20
1503960366,2016-04-23 21:00:00,2432,21
1503960366,2016-04-23 22:00:00,709,22
1503960366,2016-04-23 23:00:00,231,23
1503960366,2016-04-24 00:00:00,141,0
1503960366,2016-04-24 01:00:00,42,1
1503960366,2016-04-24 02:00:00,0,2
1503960366,2016-04-24 03:00:00,0,3
1503960366,2016-04-24 04:00:00,8,4
1503960366,2016-04-24 05:00:00,0,5
1503960366,2016-04-24 06:00:00,7,6
1503960366,2016-04-24 07:00:00,0,7
1503960366,2016-04-24 08:00:00,8,8
1503960366,2016-04-24 09:00:00,76,9
1503960366,2016-04-24 10:00:00,492,10
1503960366,2016-04-24 11:00:00,149,11
1503960366,2016-04-24 12:00:00,548,12
1503960366,2016-04-24 13:00:00,394,13
1503960366,2016-04-24 14:00:00,26,14
1503960366,2016-04-24 15:00:00,27,15
1503960366,2016-04-24 16:00:00,885,16
1503960366,2016-04-24 17:00:00,411,17
1503960366,2016-04-24 18:00:00,911,18
1503960366,2016-04-24 19:00:00,4871,19
1503960366,2016-04-24 20:00:00,342,20
1503960366,2016-04-24 21:00:00,244,21
1503960366,2016-04-24 22:00:00,66,22
1503960366,2016-04-24 23:00:00,391,23
1503960366,2016-04-25 00:00:00,95,0
1503960366,2016-04-25 01:00:00,22,1
1503960366,2016-04-25 02:00:00,97,2
1503960366,2016-04-25 03:00:00,0,3
1503960366,2016-04-25 04:00:00,25,4
1503960366,2016-04-25 05:00:00,4,5
1503960366,2016-04-25 06:00:00,0,6
1503960366,2016-04-25 07:00:00,44,7
1503960366,2016-04-25 08:00:00,426,8
1503960366,2016-04-25 09:00:00,2041,9
1503960366,2016-04-25 10:00:00,258,10
1503960366,2016-04-25 11:00:00,1468,11
1503960366,2016-04-25 12:00:00,707,12
1503960366,2016-04-25 13:00:00,299,13
1503960366,2016-04-25 14:00:00,94,14
1503960366,2016-04-25 15:00:00,359,15
1503960366,2016-04-25 16:00:00,263,16
1503960366,2016-04-25 17:00:00,188,17
1503960366,2016-04-25 18:00:00,116,18
1503960366,2016-04-25 19:00:00,2815,19
1503960366,2016-04-25 20:00:00,895,20
1503960366,2016-04-25 21:00:00,4895,21
1503960366,2016-04-25 22:00:00,188,22
1503960366,2016-04-25 23:00:00,56,23
1503960366,2016-04-26 00:00:00,101,0
1503960366,2016-04-26 01:00:00,178,1
1503960366,2016-04-26 02:00:00,0,2
1503960366,2016-04-26 03:00:00,145,3
1503960366,2016-04-26 04:00:00,0,4
1503960366,2016-04-26 05:00:00,7,5
1503960366,2016-04-26 06:00:00,0,6
1503960366,2016-04-26 07:00:00,28,7
1503960366,2016-04-26 08:00:00,173,8
1503960366,2016-04-26 09:00:00,1826,9
1503960366,2016-04-26 10:00:00,666,10
1503960366,2016-04-26 11:00:00,266,11
1503960366,2016-04-26 12:00:00,415,12
1503960366,2016-04-26 13:00:00,1571,13
1503960366,2016-04-26 14:00:00,1998,14
1503960366,2016-04-26 15:00:00,323,15
1503960366,2016-04-26 16:00:00,697,16
1503960366,2016-04-26 17:00:00,143,17
1503960366,2016-04-26 18:00:00,2513,18
1503960366,2016-04-26 19:00:00,148,19
1503960366,2016-04-26 20:00:00,1649,20
1503960366,2016-04-26 21:00:00,450,21
1503960366,2016-04-26 22:00:00,148,22
1503960366,2016-04-26 23:00:00,310,23
1503960366,2016-04-27 00:00:00,277,0
1503960366,2016-04-27 01:00:00,60,1
1503960366,2016-04-27 02:00:00,17,2
1503960366,2016-04-27 03:00:00,0,3
1503960366,2016-04-27 04:00:00,0,4
1503960366,2016-04-27 05:00:00,0,5
1503960366,2016-04-27 06:00:00,0,6
1503960366,2016-04-27 07:00:00,0,7
1503960366,2016-04-27 08:00:00,0,8
1503960366,2016-04-27 09:00:00,1916,9
1503960366,2016-04-27 10:00:00,502,10
1503960366,2016-04-27 11:00:00,797,11
1503960366,2016-04-27 12:00:00,701,12
1503960366,2016-04-27 13:00:00,319,13
1503960366,2016-04-27 14:00:00,1932,14
1503960366,2016-04-27 15:00:00,59,15
1503960366,2016-04-27 16:00:00,98,16
1503960366,2016-04-27 17:00:00,261,17
1503960366,2016-04-27 18:00:00,2714,18
1503960366,2016-04-27 19:00:00,5786,19
1503960366,2016-04-27 20:00:00,2420,20
1503960366,2016-04-27 21:00:00,266,21
1503960366,2016-04-27 22:00:00,0,22
1503960366,2016-04-27 23:00:00,0,23
1503960366,2016-04-28 00:00:00,0,0
1503960366,2016-04-28 01:00:00,127,1
1503960366,2016-04-28 02:00:00,0,2
1503960366,2016-04-28 03:00:00,0,3
1503960366,2016-04-28 04:00:00,0,4
1503960366,2016-04-28 05:00:00,0,5
1503960366,2016-04-28 06:00:00,0,6
1503960366,2016-04-28 07:00:00,14,7
1503960366,2016-04-28 08:00:00,128,8
1503960366,2016-04-28 09:00:00,1192,9
1503960366,2016-04-28 10:00:00,987,10
1503960366,2016-04-28 11:00:00,288,11
1503960366,2016-04-28 12:00:00,317,12
1503960366,2016-04-28 13:00:00,1144,13
1503960366,2016-04-28 14:00:00,1512,14
1503960366,2016-04-28 15:00:00,115,15
1503960366,2016-04-28 16:00:00,554,16
1503960366,2016-04-28 17:00:00,235,17
1503960366,2016-04-28 18:00:00,1829,18
1503960366,2016-04-28 19:00:00,13,19
1503960366,2016-04-28 20:00:00,2122,20
1503960366,2016-04-28 21:00:00,986,21
1503960366,2016-04-28 22:00:00,16,22
1503960366,2016-04-28 23:00:00,1512,23
1503960366,2016-04-29 00:00:00,202,0
1503960366,2016-04-29 01:00:00,0,1
1503960366,2016-04-29 02:00:00,71,2
1503960366,2016-04-29 03:00:00,0,3
1503960366,2016-04-29 04:00:00,0,4
1503960366,2016-04-29 05:00:00,0,5
1503960366,2016-04-29 06:00:00,0,6
1503960366,2016-04-29 07:00:00,27,7
1503960366,2016-04-29 08:00:00,201,8
1503960366,2016-04-29 09:00:00,1820,9
1503960366,2016-04-29 10:00:00,44,10
1503960366,2016-04-29 11:00:00,104,11
1503960366,2016-04-29 12:00:00,214,12
1503960366,2016-04-29 13:00:00,41,13
1503960366,2016-04-29 14:00:00,1711,14
1503960366,2016-04-29 15:00:00,1076,15
1503960366,2016-04-29 16:00:00,285,16
1503960366,2016-04-29 17:00:00,380,17
1503960366,2016-04-29 18:00:00,118,18
1503960366,2016-04-29 19:00:00,267,19
1503960366,2016-04-29 20:00:00,386,20
1503960366,2016-04-29 21:00:00,1366,21
1503960366,2016-04-29 22:00:00,1111,22
1503960366,2016-04-29 23:00:00,1757,23
1503960366,2016-04-30 00:00:00,19,0
1503960366,2016-04-30 01:00:00,65,1
1503960366,2016-04-30 02:00:00,0,2
1503960366,2016-04-30 03:00:00,6,3
1503960366,2016-04-30 04:00:00,0,4
1503960366,2016-04-30 05:00:00,0,5
1503960366,2016-04-30 06:00:00,0,6
1503960366,2016-04-30 07:00:00,0,7
1503960366,2016-04-30 08:00:00,60,8
1503960366,2016-04-30 09:00:00,148,9
1503960366,2016-04-30 10:00:00,239,10
1503960366,2016-04-30 11:00:00,127,11
1503960366,2016-04-30 12:00:00,92,12
1503960366,2016-04-30 13:00:00,141,13
1503960366,2016-04-30 14:00:00,520,14
1503960366,2016-04-30 15:00:00,993,15
1503960366,2016-04-30 16:00:00,3388,16
1503960366,2016-04-30 17:00:00,2176,17
1503960366,2016-04-30 18:00:00,2319,18
1503960366,2016-04-30 19:00:00,92,19
1503960366,2016-04-30 20:00:00,117,20
1503960366,2016-04-30 21:00:00,840,21
1503960366,2016-04-30 22:00:00,2139,22
1503960366,2016-04-30 23:00:00,1192,23
1503960366,2016-05-01 00:00:00,247,0
1503960366,2016-05-01 01:00:00,59,1
1503960366,2016-05-01 02:00:00,36,2
1503960366,2016-05-01 03:00:00,4,3
1503960366,2016-05-01 04:00:00,0,4
1503960366,2016-05-01 05:00:00,0,5
1503960366,2016-05-01 06:00:00,0,6
1503960366,2016-05-01 07:00:00,41,7
1503960366,2016-05-01 08:00:00,94,8
1503960366,2016-05-01 09:00:00,198,9
1503960366,2016-05-01 10:00:00,146,10
1503960366,2016-05-01 11:00:00,103,11
1503960366,2016-05-01 12:00:00,130,12
1503960366,2016-05-01 13:00:00,85,13
1503960366,2016-05-01 14:00:00,540,14
1503960366,2016-05-01 15:00:00,294,15
1503960366,2016-05-01 16:00:00,823,16
1503960366,2016-05-01 17:00:00,1053,17
1503960366,2016-05-01 18:00:00,2007,18
1503960366,2016-05-01 19:00:00,177,19
1503960366,2016-05-01 20:00:00,93,20
1503960366,2016-05-01 21:00:00,363,21
1503960366,2016-05-01 22:00:00,1552,22
1503960366,2016-05-01 23:00:00,2557,23
1503960366,2016-05-02 00:00:00,0,0
1503960366,2016-05-02 01:00:00,119,1
1503960366,2016-05-02 02:00:00,0,2
1503960366,2016-05-02 03:00:00,21,3
1503960366,2016-05-02 04:00:00,0,4
1503960366,2016-05-02 05:00:00,0,5
1503960366,2016-05-02 06:00:00,0,6
1503960366,2016-05-02 07:00:00,28,7
1503960366,2016-05-02 08:00:00,245,8
1503960366,2016-05-02 09:00:00,1690,9
1503960366,2016-05-02 10:00:00,369,10
1503960366,2016-05-02 11:00:00,384,11
1503960366,2016-05-02 12:00:00,2116,12
1503960366,2016-05-02 13:00:00,1064,13
1503960366,2016-05-02 14:00:00,355,14
1503960366,2016-05-02 15:00:00,418,15
1503960366,2016-05-02 16:00:00,420,16
1503960366,2016-05-02 17:00:00,340,17
1503960366,2016-05-02 18:00:00,227,18
1503960366,2016-05-02 19:00:00,235,19
1503960366,2016-05-02 20:00:00,3903,20
1503960366,2016-05-02 21:00:00,1427,21
1503960366,2016-05-02 22:00:00,945,22
1503960366,2016-05-02 23:00:00,404,23
1503960366,2016-05-03 00:00:00,55,0
1503960366,2016-05-03 01:00:00,79,1
1503960366,2016-05-03 02:00:00,20,2
1503960366,2016-05-03 03:00:00,110,3
1503960366,2016-05-03 04:00:00,0,4
1503960366,2016-05-03 05:00:00,0,5
1503960366,2016-05-03 06:00:00,16,6
1503960366,2016-05-03 07:00:00,23,7
1503960366,2016-05-03 08:00:00,158,8
1503960366,2016-05-03 09:00:00,1391,9
1503960366,2016-05-03 10:00:00,955,10
1503960366,2016-05-03 11:00:00,297,11
1503960366,2016-05-03 12:00:00,396,12
1503960366,2016-05-03 13:00:00,309,13
1503960366,2016-05-03 14:00:00,384,14
1503960366,2016-05-03 15:00:00,1719,15
1503960366,2016-05-03 16:00:00,870,16
1503960366,2016-05-03 17:00:00,690,17
1503960366,2016-05-03 18:00:00,3119,18
1503960366,2016-05-03 19:00:00,140,19
1503960366,2016-05-03 20:00:00,6,20
1503960366,2016-05-03 21:00:00,1333,21
1503960366,2016-05-03 22:00:00,2549,22
1503960366,2016-05-03 23:00:00,484,23
1503960366,2016-05-04 00:00:00,400,0
1503960366,2016-05-04 01:00:00,18,1
1503960366,2016-05-04 02:00:00,0,2
1503960366,2016-05-04 03:00:00,0,3
1503960366,2016-05-04 04:00:00,0,4
1503960366,2016-05-04 05:00:00,0,5
1503960366,2016-05-04 06:00:00,0,6
1503960366,2016-05-04 07:00:00,0,7
1503960366,2016-05-04 08:00:00,68,8
1503960366,2016-05-04 09:00:00,1470,9
1503960366,2016-05-04 10:00:00,598,10
1503960366,2016-05-04 11:00:00,194,11
1503960366,2016-05-04 12:00:00,366,12
1503960366,2016-05-04 13:00:00,318,13
1503960366,2016-05-04 14:00:00,2284,14
1503960366,2016-05-04 15:00:00,138,15
1503960366,2016-05-04 16:00:00,144,16
1503960366,2016-05-04 17:00:00,341,17
1503960366,2016-05-04 18:00:00,2041,18
1503960366,2016-05-04 19:00:00,205,19
1503960366,2016-05-04 20:00:00,1316,20
1503960366,2016-05-04 21:00:00,1106,21
1503960366,2016-05-04 22:00:00,93,22
1503960366,2016-05-04 23:00:00,0,23
1503960366,2016-05-05 00:00:00,70,0
1503960366,2016-05-05 01:00:00,113,1
1503960366,2016-05-05 02:00:00,19,2
1503960366,2016-05-05 03:00:00,0,3
1503960366,2016-05-05 04:00:00,44,4
1503960366,2016-05-05 05:00:00,0,5
1503960366,2016-05-05 06:00:00,8,6
1503960366,2016-05-05 07:00:00,23,7
1503960366,2016-05-05 08:00:00,107,8
1503960366,2016-05-05 09:00:00,1615,9
1503960366,2016-05-05 10:00:00,360,10
1503960366,2016-05-05 11:00:00,28,11
1503960366,2016-05-05 12:00:00,318,12
1503960366,2016-05-05 13:00:00,1231,13
1503960366,2016-05-05 14:00:00,375,14
1503960366,2016-05-05 15:00:00,187,15
1503960366,2016-05-05 16:00:00,989,16
1503960366,2016-05-05 17:00:00,2217,17
1503960366,2016-05-05 18:00:00,715,18
1503960366,2016-05-05 19:00:00,348,19
1503960366,2016-05-05 20:00:00,283,20
1503960366,2016-05-05 21:00:00,3897,21
1503960366,2016-05-05 22:00:00,900,22
1503960366,2016-05-05 23:00:00,200,23
1503960366,2016-05-06 00:00:00,186,0
1503960366,2016-05-06 01:00:00,4,1
1503960366,2016-05-06 02:00:00,88,2
1503960366,2016-05-06 03:00:00,0,3
1503960366,2016-05-06 04:00:00,19,4
1503960366,2016-05-06 05:00:00,0,5
1503960366,2016-05-06 06:00:00,0,6
1503960366,2016-05-06 07:00:00,23,7
1503960366,2016-05-06 08:00:00,146,8
1503960366,2016-05-06 09:00:00,1683,9
1503960366,2016-05-06 10:00:00,504,10
1503960366,2016-05-06 11:00:00,234,11
1503960366,2016-05-06 12:00:00,261,12
1503960366,2016-05-06 13:00:00,175,13
1503960366,2016-05-06 14:00:00,535,14
1503960366,2016-05-06 15:00:00,900,15
1503960366,2016-05-06 16:00:00,335,16
1503960366,2016-05-06 17:00:00,279,17
1503960366,2016-05-06 18:00:00,1532,18
1503960366,2016-05-06 19:00:00,2500,19
1503960366,2016-05-06 20:00:00,255,20
1503960366,2016-05-06 21:00:00,514,21
1503960366,2016-05-06 22:00:00,375,22
1503960366,2016-05-06 23:00:00,1611,23
1503960366,2016-05-07 00:00:00,168,0
1503960366,2016-05-07 01:00:00,0,1
1503960366,2016-05-07 02:00:00,19,2
1503960366,2016-05-07 03:00:00,0,3
1503960366,2016-05-07 04:00:00,0,4
1503960366,2016-05-07 05:00:00,0,5
1503960366,2016-05-07 06:00:00,0,6
1503960366,2016-05-07 07:00:00,0,7
1503960366,2016-05-07 08:00:00,132,8
1503960366,2016-05-07 09:00:00,115,9
1503960366,2016-05-07 10:00:00,1291,10
1503960366,2016-05-07 11:00:00,2352,11
1503960366,2016-05-07 12:00:00,129,12
1503960366,2016-05-07 13:00:00,77,13
1503960366,2016-05-07 14:00:00,125,14
1503960366,2016-05-07 15:00:00,318,15
1503960366,2016-05-07 16:00:00,259,16
1503960366,2016-05-07 17:00:00,173,17
1503960366,2016-05-07 18:00:00,253,18
1503960366,2016-05-07 19:00:00,652,19
1503960366,2016-05-07 20:00:00,102,20
1503960366,2016-05-07 21:00:00,2073,21
1503960366,2016-05-07 22:00:00,3696,22
1503960366,2016-05-07 23:00:00,58,23
1503960366,2016-05-08 00:00:00,147,0
1503960366,2016-05-08 01:00:00,0,1
1503960366,2016-05-08 02:00:00,0,2
1503960366,2016-05-08 03:00:00,0,3
1503960366,2016-05-08 04:00:00,6,4
